"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall"
36047028502,"Kings County, NY",23962
36061023200,"Harlem, New York, NY",23931
36005014900,"Bronx County, NY",23919
36061021600,"Harlem, New York, NY",23900
36061021500,"Harlem, New York, NY",23898
34013022700,"South Broad Street, Newark, NJ",23815
36047038500,"Kings County, NY",23810
34013001000,"University Heights, Newark, NJ",23801
36047030300,"Kings County, NY",23781
36005016900,"Bronx County, NY",23748
36005036700,"Bronx County, NY",23739
36047001500,"Kings County, NY",23628
34013003900,"Springfield/Belmont, Newark, NJ",23627
36005003300,"Bronx County, NY",23623
34013005400,"Upper Clinton Hill, Newark, NJ",23616
36005005100,"Bronx County, NY",23523
34013001800,"Fairmount, Newark, NJ",23521
36047038700,"Kings County, NY",23491
34013023000,"West Side, Newark, NJ",23462
36047024700,"Kings County, NY",23430
36005014701,"Bronx County, NY",23428
36047025500,"Kings County, NY",23427
36047030900,"Kings County, NY",23348
36047005900,"Kings County, NY",23286
34013003700,"West Side, Newark, NJ",23163
36047034300,"Kings County, NY",23150
36061021800,"Upper Manhattan, New York, NY",23091
36047029300,"Kings County, NY",23036
36047091000,"Kings County, NY",22991
36047027700,"Kings County, NY",22976
36047113200,"Kings County, NY",22969
34031181702,"Paterson, NJ",22940
36061022000,"Harlem, New York, NY",22934
36047121000,"Kings County, NY",22916
34013004802,"Dayton/Weequahic Park, Newark, NJ",22903
34013013200,"Irvington, NJ",22862
34013004300,"Upper Clinton Hill, Newark, NJ",22761
36061025700,"Harlem, New York, NY",22717
34013002600,"West Side, Newark, NJ",22686
36047036100,"Kings County, NY",22657
36047018501,"Kings County, NY",22636
36047045300,"Kings County, NY",22621
36061022200,"Upper Manhattan, New York, NY",22611
34013023200,"South Broad Street, Newark, NJ",22590
36047028300,"Kings County, NY",22585
36005014500,"Bronx County, NY",22545
36061024302,"Upper Manhattan, New York, NY",22480
36047028100,"Kings County, NY",22421
34013001900,"Lower Vailsburg, Newark, NJ",22418
36047115600,"Kings County, NY",22321
34013003500,"West Side, Newark, NJ",22283
34017005300,"Bergen/Lafayette, Jersey City, NJ",22216
36047002901,"Kings County, NY",22035
36005013500,"Bronx County, NY",22034
36081097203,"Queens County, NY",21966
34013001400,"Fairmount, Newark, NJ",21897
36061022600,"Harlem, New York, NY",21893
36047090800,"Kings County, NY",21826
36061023502,"Harlem, New York, NY",21786
36005002701,"Bronx County, NY",21722
36047002300,"Kings County, NY",21368
34013006600,"Springfield/Belmont, Newark, NJ",21337
36005014702,"Bronx County, NY",21102
34013003800,"West Side, Newark, NJ",20967
34013022800,"Springfield/Belmont, Newark, NJ",20550
34013006200,"Springfield/Belmont, Newark, NJ",20056
34013008200,"University Heights, Newark, NJ",19669
34013001500,"Fairmount, Newark, NJ",19658
34013001300,"Fairmount, Newark, NJ",18778
36005014300,"Bronx County, NY",16436
36061019701,"Upper Manhattan, New York, NY",
36047066600,"New York, NY",
34017018302,"Hoboken, NJ",
36081021900,"Queens County, NY",
36081064102,"Queens County, NY",
34017980100,"Ellis Island, Jersey City, NJ",
36081017100,"Queens County, NY",
36005050400,"Bronx County, NY",
36005043500,"Bronx County, NY",
36081005000,"Queens County, NY",
36005031900,"Bronx County, NY",
36061024000,"Randalls Island, New York, NY",
34013980100,"Newark, NJ",
36081042600,"Queens County, NY",
36081010701,"Queens County, NY",
34017018301,"Hoboken, NJ",
36081038301,"Queens County, NY",
36061014300,"Central Park, New York, NY",
36047070202,"Kings County, NY",
36047003700,"Kings County, NY",
36047096000,"Kings County, NY",
36081155101,"Little Neck, Floral Park, NY",
36005011000,"Bronx County, NY",
34017006900,"West Side, Jersey City, NJ",
36061000500,"Governors Island, New York, NY",
36081091800,"Queens County, NY",
36081099900,"Queens County, NY",
36047001100,"Kings County, NY",
36085022800,"Richmond County, NY",
36059982100,"Old Westbury, NY",
36005002400,"Bronx County, NY",
36061029700,"Inwood, New York, NY",
36005033400,"Bronx County, NY",
34013980200,"Newark, NJ",
36047107000,"Kings County, NY",
36081056100,"Queens County, NY",
36061009400,"Midtown, New York, NY",
36047080800,"Kings County, NY",
34017007300,"The Waterfront, Jersey City, NJ",
34017020100,"Secaucus, NJ",
36061008602,"Midtown, New York, NY",
36061011300,"Midtown, New York, NY",
36047085200,"Kings County, NY",
36047017500,"Kings County, NY",
36061023802,"Roosevelt Island, New York, NY",
36081071600,"Queens County, NY",
36061021703,"Harlem, New York, NY",
36081156700,"Queens County, NY",
36005016300,"Bronx County, NY",
36081029900,"Queens County, NY",
36047001800,"Kings County, NY",
36061031900,"Lower Manhattan, New York, NY",
36061010100,"Midtown, New York, NY",
36081079300,"Queens County, NY",
36059981100,"Greenvale, NY",
36005027600,"Bronx County, NY",
36005028400,"Bronx County, NY",
36081128300,"Queens County, NY",
36061031100,"Upper Manhattan, New York, NY",
36081060701,"Queens County, NY",
36047054300,"Kings County, NY",
36047040700,"Kings County, NY",
36047118000,"Kings County, NY",
36081061302,"Queens County, NY",
36047055500,"Kings County, NY",
36005024900,"Bronx County, NY",
36081022900,"Queens County, NY",
